content,rating,tokenized_content,sentiment
"Shipper ăn nói vô duyên. Kh mua bằg cách nào là quyền lựa chọn của kh. Shipper nói mua ba cái này vô s thị mua, quan trọng là có tiền để mua ko. Chai xịt dầu này ko đág giá bn tiền vì mùa dịch tôi ko muốn đi lại nh với lại cái gì ai cũg vào st mua thì nhữg ng bán hàg online còn bán đc cho ai nữa. Còn chê chai xịt lock&lock này là hàng zõm nữa. Tôi ko hài lòng với cách shipper nói như v khi đứg trước nhà tôi nói lớn tiếg! Mog tiki xem xét lại cách phục vụ của shipper. Cám ơn!",3,shiper ăn_nói vô_duyên không mua bằg quyền lựa_chọn không shiper mua vô s thị mua quan_trọng tiền mua không chai xịt dầu không đág giá bn tiền mùa dịch không đi_lại nh cũg st mua nhữg ng hàng online chê chai xịt lock lock hàng zõm không hài_lòng shiper v đứg lớn tiếg mog tiki xem_xét_lại phục_vụ shiper cám_ơn,Negative
Mới đặt chiều tối hôm qua.sáng sớm nay đã đươc nhận hàng.xịt thử xíu thấy ổn.còn xài lâu dài ra sao thì không biết.Hàng đóng gói cẩn thận kỹ càng.Thôi tặng đại cho shop 5☆.Xài lâu dài hàng tốt thì sẽ mua ủng hộ tiếp nhé.cảm ơn shop nhiều.cảm ơn TiKi nhiều.chúc sức khỏe ạ,5,chiều_tối hôm_qua đươc nhận hàng xịt thử xíu ổn xài lâu_dài không hàng đóng_gói cẩn_thận kỹ_càng tặng đại cửa_hàng 5 ☆ xài lâu_dài hàng tốt mua ủng_hộ tiếp cảm_ơn cửa_hàng cảm_ơn tiki chúc sức_khỏe,Positive
"Sản phẩm tốt trong tầm giá, tôi hài lòng sau khi mua hàng. Giao hàng nhanh và đóng gói cẩn thận. Tôi chia sẻ thêm hình ảnh cho mọi người tham khảo khi mua hàng nhé. Tối sẽ mua lại lần nữa của shop nếu cần thêm.",5,sản_phẩm tốt tầm giá hài_lòng sau mua hàng giao hàng nhanh đóng_gói cẩn_thận chia_sẻ hình_ảnh tham_khảo mua hàng tối mua cửa_hàng,Positive
"Slow delivery and very BAD packaging took 2 stars away from an otherwise a good product. Box was badly crushed and shipper refused to open for inspection even though nothing marked as such and stating it’s Tiki Policy. Upon my remark that the content is glassware and the package is damaged he shook the package and gave an “elementary” explanation that if it’s broken then one can hear the broken parts rattled...what’s about “cracked damage” ?????
Hope Tiki can improve on its customer service to compliment the range of quality products it’s currently carry.",3,slow giao hàng and tệ packaging tok 2 stars away from an otherwise a tốt sản_phẩm box was badly crushed and shiper refused to open for inspection even though nothing marked as such and stating it ’ s tiki policy upon my remark that the content is glasware and the package is damaged he shok the package and gave an “ elementary ” explanation that if it ’ s broken then one can hear the broken parts ratled what ’ s about “ cracked damage ” hope tiki can improve on its customer service to compliment the range of chất_lượng products it ’ s curently cary,Negative
"Vừa gắn vào, xịt được 4 cái, nghe 1 tiếng tách, chai xịt dầu nứt ở phần đầu.
Tiki đã hỗ trợ đổi cho mình cái mới chỉ sau 1 ngày thu hồi sp rồi ạ.",5,gắn xịt 4 1 tiếng tách chai xịt dầu nứt đầu tiki hỗ_trợ đổi sau 1 thu_hồi sản_phẩm,Positive
"Lúc mới mua về thì thấy ok lắm, vòi xịt kiểu phun sương, mỗi lần xịt dầu ra rất ít rất thích hợp cho nồi chiên ko dầu, xài được vài lần thì bị gãy luôn cái nắp đen. Nói chung ko bền, chưa tương xứng với giá tiền.",2,mua ok vòi xịt kiểu phun sương xịt dầu thích_hợp nồi chiên không dầu xài gãy nắp đen nói_chung không bền tương_xứng giá tiền,Negative
"Tiki giao nhanh. Nice shipper. 
Sản phẩm nguyên hộp, tem mác đầy đủ. 
Gồm bình xịt, phễu mini, chổi cọ. 
Giá mua sale còn 79k. 
Hài lòng với sản phẩm ban đầu.",5,tiki giao nhanh nice shiper sản_phẩm nguyên hộp tem mác đầy_đủ bình_xịt phễu mini chổi cọ giá mua sale 79k hài_lòng sản_phẩm ban_đầu,Positive
"Hàng thương hiệu Lock&Lock luôn tuyệt,bình xịt dầu Lock&Lock bằng thuỷ tinh dày,vòi xịt nhẹ … rất rất hài lòng về sản phẩm.Khâu giao hàng quá lâu từ khi đặt hàng đến khi nhận hàng hơn 1 tháng 🧐",4,hàng thương_hiệu lock lock tuyệt bình_xịt dầu lock lock thuỷ_tinh dày vòi xịt nhẹ … hài_lòng sản_phẩm khâu giao hàng đặt_hàng nhận hàng 1,Positive
"rì viu chân thật cho bạn nào cần nè:  Giấy 4 lớp dày dặn và dai, mùi tre tự nhiên dễ chịu! Rẻ và xinh!! Nếu bạn nào thích dùng sipiao nhưng sợ hàng giả thì đừng ngại ngần mua ngay Ycool nha! Thanks shop và shipper đã đóng gói cẩn thận và giao hàng nhanh!",5,rì viu chân_thật nè giấy 4 lớp dày_dặn dai mùi tre tự_nhiên dễ_chịu rẻ xinh thích dùng sipiao sợ hàng giả đừng ngại ngần mua ycol nha cám_ơn cửa_hàng shiper đóng_gói cẩn_thận giao hàng nhanh,Positive
"Mẫu xanh này thì lần đầu mình mua, trước đó mình cũng từng mua qua 2 loại kia thì khá ổn áp trong tầm giá, giao hàng nhanh, đóng gói thì chưa hẳn tốt, đủ số lượng, ko bột giấy khi rút ra, mùi tre dễ chịu bao bì đẹp, hàng sipao giờ nhái rất nhiều nên mình thấy mua của ycool rất an tâm ko lo hàng nhái",5,mẫu xanh đầu mua mua 2 kia ổn_áp tầm giá giao hàng nhanh đóng_gói hẳn tốt số_lượng không bột_giấy rút mùi tre dễ_chịu bao_bì đẹp hàng sipao nhái mua ycol an_tâm không lo hàng nhái,Positive
"giấy có mềm, dai.
nhưng shop làm ăn không trung thực,  ảnh hưởng đến nhu cầu sử dụng của khách hàng. 
Ko đúng kích cỡ giấy như giới thiệu sản phẩm.
- Giấy ăn :
    giới thiệu :118 × 175mm
    thực tế có: 85×115mm
- Giấy VS:
   giới thiệu: 155×180mm
   thực tế có: 85×155mm
Quá thất vọng.",2,giấy mềm dai cửa_hàng làm_ăn không_trung_thực ảnh_hưởng nhu_cầu sử_dụng khách_hàng not-positive kích_cỡ giấy giới_thiệu sản_phẩm giấy_ăn giới_thiệu 118 × 175m thực_tế 85 × 115m giấy giới_thiệu 155 × 180m thực_tế 85 × 155m thất_vọng,Negative
"Rất nên mua các bác ạ :) giấy dầy dặn ok hơn sipiao, giá lại hợp lý. Giao hành nhanh hơn dự kiến và thùng ko hề bị móp méo. Nhận đc hàng ưng lắm luôn ??
Giấy thỏ tím các bác nhìn ảnh cực kỳ ọp ẹp và ít nên các bác đừng bh mua nhá ??",5,mua giấy dầy_dặn ok sipiao giá hợp_lý giao hành nhanh dự_kiến thùng không hề móp méo nhận hàng ưng giấy thỏ tím ảnh cực_kỳ ọp_ẹp đừng bh mua nhá,Positive
"rất hài lòng về sản phẩm này cho shop 5 sao.
chỉ phẫn nộ với NV giáo hàng bảo tôi mua ít đồ thôi chỉ là lý do tôi đi châm cứu phải nhờ người khác lấy hộ mà NV phục vụ khách hàng mà nói tôi mua ít thôi như vậy là người thiểu chuyên nghiệp lần sau gọi điện thoại tôi ko nghe máy nữa 🧐🧐
nhờ cty xem xét thái độ của NV phục vụ giao hàng.",5,hài_lòng sản_phẩm cửa_hàng 5 phẫn_nộ nv giáo hàng bảo mua đồ lý_do đi châm_cứu hộ nv phục_vụ khách_hàng mua như_vậy người_thiểu chuyên_nghiệp sau gọi điện_thoại không máy cty xem_xét thái_độ nv phục_vụ giao hàng,Positive
Nghi vấn sản phẩm là hàng giả. Gói giấy đóng gói lệnh và gói giấy lỏng lẻo không chặt cả thùng tất cả các gói đều như vậy. Trước mình cũng mua 1 thùng so sánh thì giấy mới mua này nhẹ hơn và đóng gói không chặt bằng giấy cũ.,1,nghi_vấn sản_phẩm hàng giả gói giấy đóng_gói lệnh gói giấy lỏng_lẻo không chặt thùng tất_cả gói như_vậy mua 1 thùng so_sánh giấy mua nhẹ đóng_gói không chặt giấy cũ,Negative
"Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ vănản nào bạn sao chép sẽ được lưu tại bạn đến với bảng nhớ tạm của Gboard,trữ kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard,p sẽ được lưu tại đây.Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây.",4,chạm đoạn ghim đoạn đoạn ghim xóa sau 1 chạm đoạn ghim đoạn đoạn ghim xóa sau 1 chạm đoạn ghim đoạn đoạn ghim xóa sau 1 chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard bất_kỳ vănản sao_chép lưu bảng tạm gboard trữ kỳ văn_bản sao_chép lưu chào_mừng bảng tạm gboard p lưu chào_mừng bảng tạm gboard bất_kỳ văn_bản sao_chép lưu,Positive
